1709373278.642426,0,1.3544000387191772
1709373402.111365,1,1.2896000146865845
1709373525.265747,2,1.3711999654769897
1709373649.995589,3,2.111999988555908
1709373773.391364,4,1.3071999549865723
1709373899.398095,5,2.2351999282836914
1709374024.936803,6,2.1215999126434326
1709374150.950962,7,2.4760000705718994
1709374277.398967,8,5.52400016784668
1709374404.42178,9,4.07919979095459
1709374530.445258,10,4.236800193786621
1709374655.909031,11,3.628000020980835
1709374781.54304,12,2.714400053024292
1709374908.104014,13,2.781599998474121
1709375035.03883,14,7.1743998527526855
1709375161.148895,15,2.649600028991699
1709375287.312784,16,6.383200168609619
1709375413.395491,17,4.162399768829346
1709375540.33871,18,9.984000205993652
1709375666.215215,19,2.94320011138916
1709375792.509884,20,6.559999942779541
1709375918.920345,21,7.202400207519531
1709376045.412841,22,3.8024001121520996
1709376171.182191,23,3.7320001125335693
1709376297.082216,24,2.6040000915527344
1709376423.060879,25,1.9296000003814697
1709376549.278596,26,1.9991999864578247
1709376675.68098,27,2.044800043106079
1709376802.015298,28,1.763200044631958
1709376929.26257,29,1.8456000089645386
1709377055.447962,30,1.77839994430542
1709377181.988795,31,1.5255999565124512
1709377307.861984,32,1.2896000146865845
1709377431.792273,33,1.569599986076355
1709377555.279376,34,1.5088000297546387
1709377678.901824,35,1.371999979019165
1709377802.482613,36,1.3007999658584595
1709377926.246076,37,1.4392000436782837
1709378049.89176,38,1.3336000442504883
1709378173.272878,39,1.3991999626159668
1709378296.545066,40,1.399999976158142
1709378420.14217,41,1.3567999601364136
1709378543.563859,42,1.3464000225067139
1709378666.717924,43,1.341599941253662
1709378790.351345,44,1.468000054359436
1709378913.913748,45,1.319200038909912
1709379037.477055,46,1.4007999897003174
1709379161.090927,47,1.4088000059127808
1709379284.733699,48,1.635200023651123
1709379408.617898,49,1.5240000486373901
1709379532.364787,50,1.646399974822998
1709379656.053446,51,1.8672000169754028
1709379779.657978,52,2.6296000480651855
1709379903.780091,53,3.176800012588501
1709380027.709627,54,4.133600234985352
1709380151.50667,55,4.3368000984191895
1709380275.41194,56,4.928800106048584
1709380399.610173,57,4.9608001708984375
1709380523.664647,58,7.343999862670898
1709380647.937081,59,6.6519999504089355
1709380772.103931,60,6.619200229644775
1709380897.080562,61,7.780799865722656
1709381021.941126,62,7.232800006866455
1709381149.406983,63,6.826399803161621
1709381277.275852,64,7.960000038146973
1709381404.589445,65,7.656799793243408
1709381532.751886,66,7.871200084686279
1709381660.852591,67,7.5015997886657715
1709381788.438664,68,6.3256001472473145
1709381916.591837,69,7.281599998474121
1709382044.493337,70,10.380800247192383
1709382172.105053,71,7.704800128936768
1709382299.620607,72,7.594399929046631
1709382427.209105,73,7.8815999031066895
1709382554.230613,74,6.0167999267578125
1709382681.814972,75,7.5320000648498535
1709382809.250257,76,7.337600231170654
1709382937.113356,77,6.703199863433838
1709383064.392137,78,7.116799831390381
1709383191.840997,79,6.860799789428711
1709383319.717795,80,7.170400142669678
1709383447.361953,81,7.503200054168701
1709383575.673155,82,8.648799896240234
1709383703.618847,83,9.493599891662598
1709383831.70813,84,6.352799892425537
1709383959.859709,85,6.51200008392334
1709384087.638443,86,6.777599811553955
1709384214.994786,87,6.425600051879883
1709384343.368281,88,7.772799968719482
1709384471.066205,89,8.401599884033203
1709384598.806486,90,6.991199970245361
1709384724.922084,91,5.098400115966797
1709384849.8291,92,6.734399795532227
1709384974.860847,93,6.623199939727783
1709385099.596194,94,7.277599811553955
1709385224.732429,95,6.5696001052856445
1709385349.831792,96,6.616799831390381
1709385474.370369,97,5.3815999031066895
1709385598.766256,98,6.6631999015808105
1709385723.047665,99,6.3144001960754395
1709385848.219503,100,5.624000072479248
1709385972.666813,101,7.961599826812744
1709386097.489192,102,6.119200229644775
1709386222.48689,103,6.0543999671936035
1709386347.515227,104,5.8632001876831055
1709386472.03243,105,5.394400119781494
1709386597.261511,106,5.725599765777588
1709386722.087285,107,4.590400218963623
1709386846.921758,108,5.294400215148926
1709386971.76103,109,5.160799980163574
1709387096.441186,110,5.698400020599365
1709387220.829343,111,5.227200031280518
1709387345.897565,112,5.716000080108643
1709387470.84612,113,4.549600124359131
1709387596.122031,114,4.320799827575684
1709387721.568682,115,4.335999965667725
1709387846.814043,116,5.28000020980835
1709387971.899729,117,3.9519999027252197
1709388097.745644,118,4.403200149536133
1709388226.003896,119,4.530399799346924
1709388354.898915,120,4.96560001373291
1709388482.749718,121,4.915999889373779
1709388611.132546,122,4.860000133514404
1709388739.422469,123,4.657599925994873
1709388868.404368,124,4.823999881744385
1709388996.640065,125,4.5447998046875
1709389125.442397,126,4.727200031280518
1709389254.165199,127,4.971199989318848
1709389382.148034,128,4.750400066375732
1709389511.163185,129,4.127200126647949
1709389639.935028,130,5.044000148773193
1709389768.049487,131,3.910399913787842
1709389896.581753,132,5.196000099182129
1709390024.890054,133,3.8624000549316406
1709390152.953445,134,4.462399959564209
1709390280.679592,135,4.398399829864502
1709390408.608101,136,3.9832000732421875
1709390536.385787,137,3.853600025177002
1709390664.137189,138,4.519199848175049
1709390792.647449,139,4.134399890899658
1709390920.401854,140,4.184000015258789
1709391048.261724,141,4.4344000816345215
1709391182.382346,142,4.127200126647949
1709391310.473183,143,4.46560001373291
1709391437.904989,144,4.035999774932861
1709391566.640403,145,3.9951999187469482
1709391694.584571,146,3.7167999744415283
1709391819.690745,147,4.44320011138916
1709391944.912915,148,3.9951999187469482
1709392069.910964,149,4.182400226593018
